cluster_id,n,predicados_top,ejemplos,tipo_label
reltype:070,109,"[[""proteger para"", 22], [""proteger de"", 11], [""proteger"", 9], [""resguardacer"", 9], [""proteger a"", 7], [""proteger en"", 6], [""resguardacer en"", 6], [""salvaguardar para"", 6]]","[""“ Con este financiamiento evitamos el incremento de los pasajes y de los fletes; es decir, protegemos la economía de los hogares y aseguramos la operatividad de una actividad esencial para el país ”, remarcó el presidente del Consejo de Ministros, Luis Arroyo."", ""\"" Al equipar a nuestra Policía Nacional protegemos mejor a nuestros ciudadanos y construimos las bases de un Perú más seguro."", ""“Esta medida refleja nuestro compromiso con una pesca responsable, que no solo protege el ecosistema marino, sino que además promueve el consumo humano directo como eje de desarrollo para las familias pesqueras del país”, afirmó el viceministro de Pesca y Acuicultura, Jesús Barrientos.""]",
reltype:071,107,"[[""adoptar en"", 21], [""adoptar"", 15], [""adquirir"", 14], [""adquirir a"", 12], [""se adoptar"", 7], [""se adquirir"", 6], [""se adoptar durante"", 4], [""se adoptar en"", 4]]","[""Presidenta del PJ: Estado debe adoptar una postura firme para combatir crimen organizado\nLa presidenta del Poder Judicial, Janet Tello Gilardi, expresó que el asesinato de 13 personas ocurrido recientemente en la provincia de Pataz, La Libertad, debe marcar un antes y un después en la lucha contra la delincuencia y la criminalidad organizada."", ""Ministerio de Transportes adopta medidas para la operación del Jorge Chávez\nEl Ministerio de Transportes y Comunicaciones (MTC) expuso ante la Comisión de Transportes y Comunicaciones del Congreso de la República los avances y las acciones ejecutadas durante la primera semana de funcionamiento del nuevo terminal del Aeropuerto Internacional Jorge Chávez, en operación desde el 1 de junio."", ""\"" Nuestro Gobierno ha adoptado la decisión histórica de renovar nuestra flota aérea, así buscamos responder un pedido largamente esperado de la Fuerza Aérea, institución que desde su creación ha hecho respetar la integridad territorial con compromiso y amor a la patria, frente a cualquier amenaza externa e interna \"", dijo.""]",
reltype:072,107,"[[""invertir en"", 42], [""invertir"", 27], [""invertir a"", 16], [""invertir de"", 10], [""se invertir por"", 4], [""invertir por"", 2], [""investir ante"", 2], [""invertir con"", 1]]","[""Pasco: destinan S/ 22 millones para mejorar servicio de limpieza pública en tres distritos\nMás de 22 millones de soles invierte el Ministerio del Ambiente (Minam) para ejecutar un proyecto que busca mejorar los servicios de limpieza pública en los distritos de Chaupimarca, Yanacancha y Simón Bolívar, en la región Pasco, lo cual impactará en la calidad de vida de 76,000 habitantes de esa zona del país."", ""Más de 22 millones de soles invierte el Ministerio del Ambiente (Minam) para ejecutar un proyecto que busca mejorar los servicios de limpieza pública en los distritos de Chaupimarca, Yanacancha y Simón Bolívar, en la región Pasco, lo cual impactará en la calidad de vida de 76,000 habitantes de esa zona del país."", ""Gobierno invierte 3,5 millones de soles en programa Beca Tec para estudios técnicos\nLa jefa de Estado, Dina Boluarte, informó que la inversión total para el programa Beca Tec asciende a 3,5 millones de soles, reflejando con ello el compromiso del Estado y del Gobierno de llevar educación técnica de calidad a más peruanos.""]",
reltype:073,107,"[[""transformar"", 22], [""convertir en"", 15], [""transformar para"", 12], [""convertir el en"", 11], [""transformar en"", 10], [""convertir el para"", 9], [""convertir al"", 5], [""convertir a"", 4]]","[""El siguiente buen escore fue cuando vencieron 3-2 a Talleres de Argentina en el Alejandro Villanueva, donde Paolo Guerrero (en dos ocasiones) y Hernán Barcos convirtieron los tantos del triunfo agónico, que los puso en carrera en el torneo continental de clubes sudamericanos."", ""“El Programa Nacional Compras a MYPErú es una plataforma de transformación social que convierte la producción de bienes en empleo digno, desarrollo regional e impacto positivo en la vida de diversas familias\"", agregó."", ""Lee también: [\""Fenómeno colombiano Kapo este 27 de marzo en Lima\""] La canción convierte el entorno en emoción: el mar, la brisa cálida y los atardeceres se transforman en un relato sobre el amor, la memoria y los vínculos que permanecen.""]",
reltype:074,106,"[[""esperar"", 49], [""se esperar"", 14], [""esperar en"", 6], [""esperar para"", 6], [""se esperar en"", 6], [""esperar con"", 4], [""esperar tras"", 4], [""aguardar en"", 3]]","[""Institucionalizado el 29 de julio de cada año, millones de peruanos siguen de cerca este portentoso acto central de la celebración de Fiestas Patrias en Perú , el más esperado por las familias, que aguardan ansiosas el paso marcial de nuestras Fuerzas Armadas y Policía Nacional y también de algunas instituciones representativas del país."", ""Lo mismo aguarda el Alianza Lima en los pagos ecuatorianos de la Universidad Católica, donde saldrá a jugar con oficio para valerse del 2-0 de la ida y de una formación con veteranos como Paolo Guerrero y Hernán Barcos o un técnico de mil batallas como el argentino Néstor Gorosito."", ""Semana Santa: Tacna espera la visita de más de 20,000 turistas durante el feriado largo\nLa presidenta de la Cámara Regional de Turismo de Tacna (Caretur), Mey Lin Mori Chambe, manifestó que durante el feriado largo por Semana Santa se espera la visita de más de 20,000 turistas en la región Tacna.""]",
reltype:075,104,"[[""coincidir"", 22], [""coincidir en"", 21], [""coincidir con"", 15], [""ocasionar"", 9], [""coincidir durante"", 8], [""coincidir por"", 5], [""coincidir desde"", 3], [""coincidir tras"", 3]]","[""“ Son opiniones de la presidenta de México sobre un hecho político concreto que aconteció en nuestro país."", ""Según el Centro de Estudios Histórico Militares del Perú , las batallas de Pucará, Marcavalle y Concepción acontecieron entre el 5 y el 10 de febrero de 1882 en el departamento de Junín , como parte de la Guerra del Pacífico , enfrentando al Ejército del Centro , comandado por el general Andrés Avelino Cáceres , y parte del Ejército chileno que había invadido parte del territorio peruano tras vencer al Ejército del Sur y ocupado la ciudad de Lima en 1881."", ""También se pronunciaron la presidenta de la Comisión Europea, Ursula von der Leyen, y el primer ministro de India, Narendra Modi, quienes coincidieron en fortalecer la cooperación estratégica.""]",
reltype:076,102,"[[""existir"", 42], [""existir en"", 21], [""existir de"", 13], [""existir con"", 8], [""existir al"", 5], [""existir segun"", 5], [""existir entre"", 3], [""existir durante"", 2]]","[""“Existe una vocación descentralista del gobierno de la presidenta Dina Boluarte."", ""Jefe del Gabinete Ministerial: No existirá prórroga indiscriminada del REINFO\nEl presidente del Consejo de Ministros, Eduardo Arana, aseguró que no habrá más prórroga del Registro Integral de Formalización Minera (REINFO) y se procederá a fiscalizar minuciosamente el mal uso de este registro."", ""La fiscal de la Nación, Delia Espinoza, afirmó hoy que no existe una crisis o caos en el Ministerio Público (MP) y que esta institución siguió trabajando normalmente sin paralizar sus servicios a la ciudadanía.""]",
reltype:077,100,"[[""destruir"", 36], [""destruir en"", 27], [""destruir durante"", 21], [""destruir a"", 4], [""eliminar a"", 2], [""eliminar en"", 2], [""destruir con"", 1], [""eliminar"", 1]]","[""Lee también: [ PCM: Comando Unificado ha destruido materiales de minería ilegal por más de S/ 139 mills .] Durante el operativo que permitió su captura, tres agentes policiales resultaron heridos, entre ellos el coronel PNP Carlos Montúfar, jefe de la División de Investigación de Robos."", ""PNP destruye bienes usados por la minería ilegal valorizados en casi S/50 millones\nComo parte de un operativo realizado en una zona fronteriza entre Perú y Ecuador, correspondiente al distrito de El Cenepa, departamento de Amazonas, la Policía Nacional del Perú (PNP) destruyó e inutilizó diversos equipos empleados para la minería ilegal valorizados en casi 50 millones de soles (S/ 49 543 500 00)."", ""Como parte de un operativo realizado en una zona fronteriza entre Perú y Ecuador, correspondiente al distrito de El Cenepa, departamento de Amazonas, la Policía Nacional del Perú (PNP) destruyó e inutilizó diversos equipos empleados para la minería ilegal valorizados en casi 50 millones de soles (S/ 49 543 500 00).""]",
reltype:078,99,"[[""proyectar"", 69], [""proyectar para"", 9], [""proyectar entre"", 4], [""proyectar a"", 3], [""proyectar en"", 3], [""proyectar de"", 2], [""proyectar segun"", 2], [""inyectar"", 1]]","[""Gobierno inyecta S/ 599 millones para asegurar continuidad de 981 obras\nLa primera ministra, Denisse Miralles, destacó que la transferencia permitirá culminar proyectos en ejecución en 541 municipalidades en las 25 regiones del país, y proteger el gasto ya comprometido y generar empleo inmediato en los territorios."", ""La población refugiada y migrante venezolana inyectó más de 530 millones de dólares a la economía peruana, lo que equivale al 1.35% de los ingresos fiscales nacionales, resaltó Arellano, citando cifras de la Organización Internacional para las Migraciones (OIM)."", ""Minjusdh anuncia construcción de centro de reclusión juvenil para unos 3,000 internos\nEl Gobierno proyecta la construcción de un nuevo centro de reclusión juvenil que acogerá a unos 3,000 internos y que sustituirá al ubicado en el distrito de Lima de San Miguel, de 80 años de antigüedad, y de donde seis personas se escaparon este viernes.""]",
reltype:079,99,"[[""viajar a"", 56], [""viajar en"", 14], [""viajar al"", 7], [""viajar"", 4], [""viajar para"", 4], [""se viajar con"", 3], [""viajar con"", 3], [""viajar de"", 2]]","[""De la Tore, remarcó la urgencia de migrar hacia una economía circular ante el agotamiento del modelo lineal, el avance del cambio climático, la escasez de recursos y la creciente generación de residuos, factores que conllevan a un mayor deterioro de nuestro planeta y la calidad de vida."", ""Lee también ATU: este año se podrá viajar con una sola tarjeta en Metropolitano, Metro y corredores Inversiones de Pronied Detalló que, entre enero y abril del presente año, el Programa Nacional de Infraestructura Educativa (Pronied), dependiente del Ministerio de Educación (Minedu), en el marco de la política dispuesta por el Gobierno nacional, invirtió más de 63.2 millones de soles en la construcción de instituciones educativas y la mejora de colegios públicos."", ""FAP afirma que personas a bordo de helicóptero Mi-17 caído tenían autorización para viajar\nLas personas que, no siendo parte de la Fuerza Aérea, viajaban a bordo del helicóptero Mi-17, que cayó en Chala, Arequipa, estaban autorizadas para encontrarse a bordo de esa aeronave, refirió el comandante de operaciones de esta institución castrense, Gregorio Mendiola.""]",
reltype:080,97,"[[""recomendar"", 27], [""recomendar ante"", 21], [""recomendar a"", 17], [""recomendar por"", 12], [""recomendar al"", 6], [""recomendar en"", 5], [""se recomendar"", 3], [""se recomendar a"", 2]]","[""Indeci recomienda preparación ante descenso de temperatura diurna en selva centro y sur\nEl Instituto Nacional de Defensa Civil (Indeci) recomendó medidas de preparación ante el aviso meteorológico N.º 139 (nivel naranja) del Servicio Nacional de Meteorología e Hidrología del Perú (Senamhi), en el que se informa sobre el descenso de la temperatura diurna de moderada a fuerte intensidad en la selva sur y centro, principalmente en los departamentos de Ayacucho, Cusco, Junín, Madre de Dios, Puno y Ucayali, debido al ingreso del octavo friaje del año."", ""El documento recomienda su archivo “por no proceder formular acusación contra la presidenta de la república, Dina Ercilia Boluarte Zegarra, de conformidad con el artículo 117 de la Constitución”."", ""Por último, el órgano de control recomendó implementar planes de serenazgo con enfoque de gestión de riesgos , alineados a directivas nacionales, para optimizar recursos, fortalecer operatividad y mejorar la articulación del sistema de seguridad ciudadana.""]",
